-1,4789,44725,61023,9672,6740,1341,63920,65470,77,65423,56
-1,4790,44487,60907,9295,5915,1290,64059,65470,77,65423,56
-1,4791,44315,60720,9011,5478,415,64966,65491,59,21,55
-1,4792,44269,60609,8969,5824,65086,1395,65491,59,21,55
-1,4793,44308,60647,9376,5611,65355,2089,65491,59,21,55
-1,4794,44291,60645,9416,5802,65044,2686,65450,107,65391,55
-1,4795,44207,60596,9330,6121,713,2988,65450,107,65391,55
-1,4796,44131,60417,9005,8518,65087,3307,65450,107,65391,55
-1,4797,43886,60414,8471,10416,63934,2910,65450,107,65391,55
-1,4798,43512,60408,8575,9626,64351,2972,65487,53,65520,55
-1,4799,43301,60283,9106,7491,7,4193,65487,53,65520,55
-1,4800,43589,60324,9274,5023,64332,7628,65487,53,65520,55
-1,4801,43863,60542,9432,2186,63606,10072,65488,90,65463,55
-1,4802,44021,60303,9138,20,63955,10389,65488,90,65463,55
-1,4803,44423,60385,8889,63750,63535,9979,65488,90,65463,55
-1,4804,44743,60134,8869,65424,61839,9252,65484,28,65499,55
-1,4805,45117,60394,9220,995,61083,7280,65484,28,65499,55
-1,4806,44927,60236,9389,3210,62090,5428,65484,28,65499,55
-1,4807,44440,59491,9031,5610,63967,64841,65479,73,65462,55
-1,4808,43810,59127,8999,4648,64384,62321,65479,73,65462,55
-1,4809,43580,58613,9442,3077,64692,62094,65479,73,65462,55
-1,4810,42744,59425,9263,6945,60276,59462,65499,74,7,55
-1,4811,43208,58529,9256,9699,62134,63232,65499,74,7,55
-1,4812,42881,57932,9691,8676,62201,63959,65499,74,7,55
-1,4813,42702,57851,9938,8598,61810,63051,65460,29,65407,55
-1,4814,43490,58099,9874,7919,61075,39,65460,29,65407,55
-1,4815,43747,57983,10440,6571,62186,218,65460,29,65407,55
-1,4816,43949,57951,10574,5451,62642,934,65460,29,65407,55
-1,4817,44041,58045,10201,3691,61946,4532,65408,56,69,55
-1,4818,45029,57618,10265,920,64098,10561,65408,56,69,55
-1,4819,45346,57183,11241,63548,63529,11335,65408,56,69,55
-1,4820,45358,57090,11290,65500,59189,9715,65491,56,13,55
-1,4821,45428,58080,10251,1131,56556,9642,65491,56,13,55
-1,4822,47171,57901,9170,14505,61788,4470,65491,56,13,55
-1,4823,45347,59479,7369,19611,60031,61632,65428,75,65497,55
-1,4824,45429,59457,7157,15405,64457,64672,65428,75,65497,55
-1,4825,45717,59108,8548,12052,65406,65254,65428,75,65497,55
-1,4826,46159,60103,9810,11725,556,65106,65493,65,65497,55
-1,4827,45805,59254,10642,11293,2120,64978,65493,65,65497,55
-1,4828,46759,60660,10633,13428,318,1261,65493,65,65497,55
-1,4829,44740,58889,9282,7186,64140,63647,65443,29,10,55
-1,4830,44445,59417,9849,10773,58358,64625,65443,29,10,55
-1,4831,44426,59820,8939,11596,51175,62267,65443,29,10,55
-1,4832,45064,58323,9439,12530,52284,56126,65491,52,65481,55
-1,4833,45556,58104,8991,6458,56411,58268,65491,52,65481,55
-1,4834,45862,58265,8717,3661,58002,59150,65491,52,65481,55
-1,4835,45860,57860,8884,4634,55782,60958,65491,52,65481,55
-1,4836,45607,57528,8964,6254,56353,62848,65457,18,36,56
-1,4837,45543,57532,8946,6724,59858,64036,65457,18,36,56
-1,4838,45480,57735,9098,6810,62422,64548,65457,18,36,56
-1,4839,45184,57690,9334,6752,60267,65416,65480,41,65413,56
-1,4840,44850,57705,9487,6818,59748,618,65480,41,65413,56
-1,4841,44817,57951,9549,7229,63493,917,65480,41,65413,56
-1,4842,44759,58061,9761,7877,884,590,65462,84,19,56
-1,4843,44688,58047,10140,8226,65187,74,65462,84,19,56
-1,4844,44794,57977,10261,8159,63735,64560,65462,84,19,56
-1,4845,45297,57897,10335,6813,62334,63404,65516,28,65441,56
-1,4846,46088,59197,9770,7241,64437,62827,65516,28,65441,56
-1,4847,45641,57687,10241,11469,1375,65488,65516,28,65441,56
-1,4848,45705,58244,10129,8703,64466,386,65465,70,65475,56
-1,4849,45882,58381,10156,9478,60950,65105,65465,70,65475,56
-1,4850,46069,58033,10376,9883,61193,63983,65465,70,65475,56
-1,4851,46742,58387,9916,8402,63627,62969,65465,70,65475,56
-1,4852,46767,58614,9433,9541,1942,65164,65508,69,11,56
-1,4853,46061,58868,9530,11774,2627,2351,65508,69,11,56
-1,4854,45035,59292,9121,11148,64895,1655,65508,69,11,56
-1,4855,45760,58819,9381,9300,1548,1995,65440,78,65475,56
-1,4856,45752,59420,8908,5993,63240,61955,65440,78,65475,56
-1,4857,46141,58863,8688,7102,63517,61822,65440,78,65475,56
-1,4858,46217,59235,8219,6875,63752,60889,65507,0,65420,56
-1,4859,45670,58729,8628,8594,62222,62042,65507,0,65420,56
-1,4860,45594,58718,8890,7939,62632,61506,65507,0,65420,56
-1,4861,45470,58643,8572,7270,63620,61956,65473,64,65530,55
-1,4862,45120,58562,8425,7078,62035,62699,65473,64,65530,55
-1,4863,44952,58467,8596,7669,62183,63200,65473,64,65530,55
-1,4864,44985,58361,8836,8470,62547,64136,65495,40,65437,56
-1,4865,44907,58111,8898,8877,62081,65095,65495,40,65437,56
-1,4866,44937,58039,8944,8446,61335,65258,65495,40,65437,56
-1,4867,45017,58030,9207,8097,62594,145,65480,33,65490,55
-1,4868,45079,57919,9438,8075,63263,344,65480,33,65490,55
-1,4869,45308,57802,9540,7798,62746,508,65480,33,65490,55
-1,4870,45376,57827,9491,7601,63273,2071,65480,33,65490,55
-1,4871,45382,57930,9938,8449,64110,3020,65442,67,65508,55
-1,4872,45548,57898,10662,9490,64855,3175,65442,67,65508,55
-1,4873,45796,57847,11165,9835,391,2903,65442,67,65508,55
-1,4874,45606,57573,11332,8584,64023,2602,65434,54,90,56
-1,4875,45629,57559,10326,6478,61697,2415,65434,54,90,56
-1,4876,45948,58088,9944,6687,60230,1261,65434,54,90,56
-1,4877,46952,58003,11606,12238,61280,64133,65477,31,65481,56
-1,4878,47623,57589,12503,12571,63793,64703,65477,31,65481,56
-1,4879,47076,57483,10707,8363,430,2325,65477,31,65481,56
-1,4880,45861,57694,7728,3338,65238,5091,65386,18,65512,55
-1,4881,45311,57751,6317,4843,61158,4557,65386,18,65512,55
-1,4882,45473,57490,6991,10659,61059,2513,65386,18,65512,55
-1,4883,46244,57515,9311,15471,62769,612,65484,49,65389,55
-1,4884,46818,57367,10185,14600,62416,64143,65484,49,65389,55
-1,4885,46802,57191,9686,11448,61610,64854,65484,49,65389,55
-1,4886,46644,57342,8496,8180,61817,65340,65438,22,33,55
-1,4887,46292,57444,7877,7227,62474,533,65438,22,33,55
-1,4888,45806,57452,7690,8674,63051,1223,65438,22,33,55
-1,4889,45537,57416,7918,9155,62402,286,65438,22,33,55
-1,4890,45722,57278,8553,9498,61787,64316,65534,77,65446,55
-1,4891,46096,57199,9021,9510,61775,62950,65534,77,65446,55
-1,4892,46162,57187,9410,9480,62565,62765,65534,77,65446,55
-1,4893,45871,57215,9440,8615,62450,63041,65462,73,65454,55
-1,4894,45585,57246,9143,7511,61948,63274,65462,73,65454,55
-1,4895,45332,57266,9087,6503,61638,62784,65462,73,65454,55
-1,4896,45258,57090,9216,7131,61450,62798,65494,51,65428,55
-1,4897,45280,57046,9486,7965,62011,62360,65494,51,65428,55
-1,4898,45474,57104,9747,8347,61850,61857,65494,51,65428,55
-1,4899,45618,57174,10141,8692,62228,62368,65443,79,65494,55
-1,4900,45625,57059,10100,8485,62236,62923,65443,79,65494,55
-1,4901,45791,57155,9743,8495,62204,63715,65443,79,65494,55
-1,4902,45853,57327,9759,10041,64612,64868,65461,96,65490,56
-1,4903,45706,57425,10113,11266,632,372,65461,96,65490,56
-1,4904,45495,57404,9843,11057,327,1064,65461,96,65490,56
-1,4905,45383,57219,9491,10690,64754,1091,65445,72,65500,57
-1,4906,45388,57227,9140,11666,64416,1041,65445,72,65500,57
-1,4907,45873,57374,9869,12785,63740,790,65445,72,65500,57
-1,4908,46991,57080,11248,13931,62881,64864,65445,72,65500,57
-1,4909,47414,56994,10820,11916,2197,1833,65472,41,65518,56
-1,4910,46752,57136,8583,6905,2702,5669,65472,41,65518,56
-1,4911,46067,57243,6805,3478,64733,7382,65472,41,65518,56
-1,4912,45813,57215,6846,7553,62301,7810,65443,60,69,56
-1,4913,46121,57029,8453,11957,61259,5809,65443,60,69,56
-1,4914,46923,56907,10114,14004,60238,4764,65443,60,69,56
-1,4915,47374,56784,10733,12684,60829,5503,65485,129,65395,55
-1,4916,47004,57053,10128,9724,62271,8906,65485,129,65395,55
-1,4917,46451,57111,9020,7633,62033,10327,65485,129,65395,55
-1,4918,46377,57125,8719,7847,61675,10800,65467,56,23,55
-1,4919,46700,57393,8718,9531,62529,11475,65467,56,23,55
-1,4920,46642,57570,9043,11403,62839,12856,65467,56,23,55
-1,4921,46338,57706,9538,12359,63392,14193,65466,67,65416,56
-1,4922,46486,57709,9600,11378,62930,14800,65466,67,65416,56
-1,4923,46634,57613,9252,9746,61569,15457,65466,67,65416,56
-1,4924,46532,57647,9149,10409,61552,16749,65466,67,65416,56
-1,4925,46619,57732,9282,10527,61870,17512,65447,78,7,54
-1,4926,46678,57738,9215,10095,61047,17879,65447,78,7,54
-1,4927,46810,57781,9249,10418,61577,18723,65447,78,7,54
-1,4928,46892,57871,9318,11400,63001,19654,65526,145,65414,56
-1,4929,46857,57870,9643,11883,64000,20376,65526,145,65414,56
-1,4930,46894,57666,9979,9905,63393,20785,65526,145,65414,56
-1,4931,47003,57694,9490,7791,62776,21309,65467,131,29,56
-1,4932,46651,57583,9300,7037,61383,21578,65467,131,29,56
-1,4933,46374,57401,9214,7941,60982,21833,65467,131,29,56
-1,4934,46260,57229,8868,8505,60787,21074,65476,120,65441,56
-1,4935,46140,57222,8558,8498,60044,20308,65476,120,65441,56
-1,4936,46128,57263,8847,8891,58605,19554,65476,120,65441,56
-1,4937,46474,57201,9691,10988,57403,17559,65476,159,65479,56
-1,4938,46811,57203,10628,12298,59148,17340,65476,159,65479,56
-1,4939,46616,57351,10929,11459,60078,17464,65476,159,65479,56
-1,4940,46038,57791,10024,7694,61167,18536,65514,120,65492,55
-1,4941,45253,57901,8911,6261,60629,18229,65514,120,65492,55
-1,4942,44775,57732,8417,6636,60107,17436,65514,120,65492,55
-1,4943,44810,57513,8748,8068,60246,15847,65514,120,65492,55
-1,4944,44767,57333,9021,9719,60106,14616,65518,165,65441,55
-1,4945,44809,57332,9423,10360,60749,14038,65518,165,65441,55
-1,4946,44965,57250,9784,10886,61672,13209,65518,165,65441,55
